,Player,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
374,Robin Lopez,C,29.0,64.0,64.0,26.4,5.3,10.1,0.1,0.2,5.3,9.9,1.1,1.4,2.1,2.4,1.9,0.2,0.8,1.7,1.7
375,Kevin Love,C,29.0,59.0,59.0,28.0,5.7,12.4,2.3,5.6,3.3,6.8,4.0,4.5,1.7,7.5,1.7,0.7,0.4,1.5,2.0
376,Kyle Lowry,PG,31.0,78.0,78.0,32.2,5.2,12.1,3.1,7.6,2.1,4.5,2.9,3.3,0.8,4.7,6.9,1.1,0.2,2.3,2.5
377,Timothe Luwawu-Cabarrot,SF,22.0,52.0,7.0,15.5,1.9,5.1,1.0,3.0,0.9,2.1,0.9,1.1,0.3,1.1,1.0,0.2,0.1,0.7,1.9
378,Tyler Lydon,PF,21.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Trey Lyles,PF,22.0,73.0,2.0,19.1,3.7,7.5,1.1,3.0,2.6,4.5,1.4,2.0,0.8,4.0,1.2,0.4,0.5,0.8,1.5
380,Shelvin Mack,PG,27.0,69.0,3.0,19.8,2.6,6.0,0.7,2.0,1.9,4.0,1.0,1.4,0.3,2.1,3.9,0.8,0.1,1.3,1.3
381,Josh Magette,PG,28.0,18.0,0.0,12.0,0.8,2.6,0.4,1.2,0.4,1.3,0.4,0.4,0.1,0.9,3.2,0.4,0.1,0.5,0.9
382,Ian Mahinmi,C,31.0,77.0,0.0,14.9,1.8,3.2,0.0,0.0,1.8,3.2,1.2,1.7,1.8,2.3,0.7,0.5,0.5,1.3,3.0
383,Thon Maker,C,20.0,74.0,12.0,16.7,1.8,4.3,0.4,1.4,1.3,2.9,0.9,1.3,1.0,2.0,0.6,0.5,0.7,0.6,2.2
384,Boban Marjanovic,C,29.0,39.0,1.0,8.6,2.0,3.8,0.0,0.0,2.0,3.8,2.0,2.5,1.2,2.5,0.6,0.3,0.3,0.9,1.3
387,Lauri Markkanen,PF,20.0,68.0,68.0,29.7,5.5,12.7,2.1,5.9,3.4,6.8,2.1,2.4,1.2,6.3,1.2,0.6,0.6,1.2,1.5
388,Jarell Martin,PF,23.0,73.0,36.0,22.8,3.0,6.8,0.5,1.3,2.6,5.5,1.2,1.6,1.3,3.0,1.0,0.5,0.7,1.2,2.9
389,Frank Mason,PG,23.0,52.0,2.0,18.9,2.8,7.3,0.6,1.7,2.2,5.7,1.8,2.2,0.6,1.9,2.8,0.7,0.2,1.3,1.4
390,Mangok Mathiang,C,25.0,4.0,0.0,5.0,1.0,1.8,0.0,0.0,1.0,1.8,0.0,0.3,0.8,1.8,0.0,0.3,0.0,0.0,1.3
391,Wesley Matthews,SF,31.0,63.0,62.0,33.8,4.5,11.1,2.4,6.4,2.1,4.7,1.3,1.6,0.4,2.7,2.7,1.2,0.3,1.3,2.2
392,Luc Mbah a Moute,PF,31.0,61.0,15.0,25.6,2.7,5.7,1.0,2.8,1.7,2.8,1.1,1.6,0.4,2.7,0.9,1.2,0.4,1.1,1.6
393,James Michael McAdoo,PF,25.0,3.0,0.0,6.0,0.7,2.3,0.7,2.3,0.0,0.0,0.7,0.7,0.0,0.7,0.0,0.0,0.3,0.3,0.3
394,Patrick McCaw,SG,22.0,57.0,10.0,16.9,1.6,3.9,0.3,1.4,1.3,2.5,0.5,0.6,0.3,1.2,1.4,0.8,0.2,0.7,1.2
395,C.J. McCollum,SG,26.0,81.0,81.0,36.1,8.2,18.6,2.3,5.9,5.9,12.7,2.6,3.1,0.7,3.3,3.4,1.0,0.4,1.9,2.1
396,T.J. McConnell,PG,25.0,76.0,1.0,22.4,2.8,5.5,0.4,0.8,2.4,4.7,0.4,0.5,0.5,2.5,4.0,1.2,0.2,1.5,1.6
397,Erik McCree,SF,24.0,4.0,0.0,2.0,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0
398,Chris McCullough,PF,22.0,19.0,0.0,4.7,0.9,2.2,0.1,0.4,0.9,1.8,0.5,0.7,0.4,0.9,0.2,0.0,0.3,0.1,0.4
399,Doug McDermott,SF,26.0,81.0,4.0,21.8,2.9,6.3,1.1,2.7,1.8,3.6,0.8,1.0,0.5,2.0,1.0,0.2,0.2,0.7,1.5
402,JaVale McGee,C,30.0,65.0,17.0,9.5,2.1,3.4,0.0,0.1,2.1,3.3,0.6,0.8,0.9,1.7,0.5,0.3,0.9,0.4,1.4
403,Rodney McGruder,SG,26.0,18.0,2.0,16.6,2.0,4.1,0.8,1.9,1.2,2.1,0.2,0.4,0.6,1.2,0.9,0.4,0.2,0.2,1.2
404,Trey McKinney-Jones,SG,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Alfonzo McKinnie,SF,25.0,14.0,0.0,3.8,0.6,1.1,0.2,0.6,0.4,0.4,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.6
406,Ben McLemore,SG,24.0,56.0,17.0,19.5,2.8,6.7,1.0,2.8,1.8,3.8,0.9,1.1,0.6,1.9,0.9,0.7,0.3,1.1,2.5
407,Josh McRoberts,PF,30.0,2.0,0.0,3.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,Jodie Meeks,SG,30.0,77.0,0.0,14.5,2.0,5.1,0.9,2.7,1.1,2.4,1.3,1.5,0.2,1.4,0.9,0.4,0.1,0.5,0.7
409,Salah Mejri,C,31.0,61.0,1.0,12.0,1.4,2.2,0.0,0.0,1.4,2.2,0.6,1.1,1.4,2.6,0.6,0.4,1.1,0.6,2.0
410,Jordan Mickey,PF,23.0,23.0,3.0,12.3,1.7,3.6,0.1,0.7,1.6,2.9,0.6,0.8,0.8,2.8,0.4,0.3,0.4,0.8,1.6
411,Khris Middleton,SF,26.0,82.0,82.0,36.4,7.2,15.5,1.8,5.0,5.5,10.5,3.9,4.4,0.5,4.7,4.0,1.5,0.3,2.3,3.3
412,C.J. Miles,SF,30.0,70.0,3.0,19.1,3.2,8.6,2.3,6.5,0.9,2.1,1.2,1.4,0.3,1.9,0.8,0.5,0.3,0.6,1.9
413,Darius Miller,SF,27.0,82.0,3.0,23.7,2.6,5.9,1.8,4.4,0.8,1.6,0.7,0.8,0.2,1.8,1.4,0.3,0.2,0.7,2.0
414,Malcolm Miller,SF,24.0,15.0,4.0,8.4,0.9,1.9,0.5,1.4,0.3,0.5,0.3,0.3,0.3,0.7,0.2,0.1,0.1,0.3,0.7
415,Patty Mills,PG,29.0,82.0,36.0,25.7,3.4,8.3,1.9,5.0,1.5,3.3,1.3,1.4,0.3,1.6,2.8,0.7,0.1,1.3,1.6
416,Paul Millsap,PF,32.0,38.0,37.0,30.1,5.3,11.4,1.0,3.0,4.3,8.5,2.9,4.2,1.7,4.7,2.7,1.0,1.2,1.9,2.6
417,Nikola Mirotic,PF,26.0,55.0,14.0,27.2,5.6,12.4,2.5,6.5,3.1,5.9,2.0,2.5,1.1,6.3,1.5,0.8,0.7,1.1,2.0
420,Donovan Mitchell,SG,21.0,79.0,71.0,33.4,7.5,17.2,2.4,7.0,5.2,10.3,3.0,3.8,0.7,3.1,3.7,1.5,0.3,2.7,2.7
421,Naz Mitrou-Long,SG,24.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Malik Monk,SG,19.0,63.0,0.0,13.6,2.4,6.7,1.3,3.9,1.1,2.9,0.5,0.6,0.1,0.9,1.4,0.3,0.1,0.8,0.9
423,Greg Monroe,C,27.0,51.0,14.0,20.4,4.3,7.6,0.0,0.0,4.3,7.6,1.7,2.3,2.1,4.7,2.2,0.9,0.5,1.8,1.9
427,Luis Montero,SG,24.0,2.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
428,Ben Moore,PF,22.0,2.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0
429,E'Twaun Moore,SG,28.0,82.0,80.0,31.5,5.2,10.1,1.6,3.7,3.6,6.5,0.6,0.8,0.7,2.2,2.3,1.0,0.1,1.2,2.2
430,Eric Moreland,PF,26.0,67.0,3.0,12.0,1.0,1.8,0.0,0.0,1.0,1.8,0.2,0.4,1.2,2.9,1.2,0.5,0.8,0.6,1.7
431,Jaylen Morris,SG,22.0,6.0,0.0,16.3,2.2,5.3,0.3,1.7,1.8,3.7,0.0,0.0,0.3,2.3,1.2,0.3,0.2,1.0,0.3
432,Marcus Morris,PF,28.0,54.0,21.0,26.8,4.9,11.3,1.6,4.3,3.3,7.0,2.3,2.9,0.8,4.6,1.3,0.6,0.2,1.2,1.9
433,Markieff Morris,PF,28.0,73.0,73.0,27.0,4.5,9.4,1.0,2.8,3.5,6.6,1.4,1.8,1.0,4.6,1.9,0.8,0.5,1.7,3.0
434,Monte Morris,PG,22.0,3.0,0.0,8.3,1.3,2.0,0.0,0.3,1.3,1.7,0.7,0.7,0.0,0.7,2.3,1.0,0.0,0.3,0.3
435,Johnathan Motley,PF,22.0,11.0,4.0,16.0,3.6,6.8,0.1,0.5,3.5,6.3,1.4,2.5,1.3,3.2,0.6,0.3,0.2,0.8,1.6
436,Timofey Mozgov,C,31.0,31.0,13.0,11.6,1.7,3.0,0.1,0.6,1.5,2.4,0.7,1.0,1.0,2.1,0.4,0.2,0.4,1.1,1.3
437,Emmanuel Mudiay,PG,21.0,64.0,14.0,19.5,3.2,8.2,0.7,2.3,2.5,5.9,1.5,2.0,0.4,2.0,3.2,0.6,0.2,1.8,1.3
440,Shabazz Muhammad,SF,25.0,43.0,2.0,9.7,2.0,4.4,0.2,0.6,1.8,3.7,0.9,1.2,0.5,1.2,0.3,0.2,0.1,0.1,0.7
443,Xavier Munford,SG,25.0,6.0,0.0,3.5,0.2,1.0,0.0,0.3,0.2,0.7,0.2,0.3,0.2,0.0,0.7,0.2,0.0,0.3,0.7
444,Dejounte Murray,PG,21.0,81.0,48.0,21.5,3.3,7.5,0.1,0.4,3.2,7.1,1.3,1.8,1.4,4.3,2.9,1.2,0.4,1.7,1.9
445,Jamal Murray,PG,20.0,81.0,80.0,31.7,5.9,13.1,2.0,5.4,3.9,7.7,2.8,3.1,1.0,2.7,3.4,1.0,0.3,2.1,2.1
446,Mike Muscala,C,26.0,53.0,7.0,20.0,2.7,5.9,1.2,3.2,1.5,2.7,1.1,1.2,1.1,3.3,1.0,0.6,0.5,0.8,1.5
447,Abdel Nader,SF,24.0,48.0,1.0,10.9,1.0,3.1,0.5,1.4,0.6,1.8,0.5,0.8,0.3,1.2,0.5,0.3,0.2,0.7,0.9
448,Larry Nance,C,25.0,66.0,27.0,21.5,3.6,6.3,0.0,0.2,3.6,6.1,1.4,2.1,2.4,4.4,1.2,1.3,0.6,0.8,2.6
451,Shabazz Napier,PG,26.0,74.0,10.0,20.7,3.0,7.2,1.1,2.9,1.9,4.2,1.6,1.9,0.4,1.9,2.0,1.1,0.2,1.2,1.1
452,Jameer Nelson,PG,35.0,50.0,0.0,20.3,1.9,4.9,0.8,2.5,1.1,2.4,0.3,0.4,0.3,1.8,3.6,0.5,0.1,1.3,1.6
455,Raul Neto,PG,25.0,41.0,0.0,12.1,1.7,3.7,0.5,1.1,1.2,2.5,0.6,0.9,0.2,1.0,1.8,0.3,0.1,0.9,0.9
456,Georges Niang,PF,24.0,9.0,0.0,3.6,0.4,1.2,0.0,0.4,0.4,0.8,0.1,0.2,0.3,0.7,0.3,0.2,0.0,0.3,0.1
457,Joakim Noah,C,32.0,7.0,0.0,5.7,0.7,1.4,0.0,0.0,0.7,1.4,0.3,0.6,0.9,1.1,0.6,0.3,0.3,0.6,0.7
458,Nerlens Noel,C,23.0,30.0,6.0,15.7,1.8,3.5,0.0,0.0,1.8,3.5,0.7,0.9,1.6,4.0,0.7,1.0,0.7,0.9,2.0
459,Lucas Nogueira,C,25.0,49.0,3.0,8.5,1.0,1.6,0.1,0.4,0.9,1.2,0.4,0.6,0.4,1.4,0.4,0.5,0.9,0.3,1.0
460,Dirk Nowitzki,C,39.0,77.0,77.0,24.7,4.5,9.8,1.8,4.4,2.7,5.5,1.3,1.4,0.3,5.4,1.6,0.6,0.6,0.7,1.9
461,Frank Ntilikina,PG,19.0,78.0,9.0,21.9,2.3,6.4,0.6,2.0,1.7,4.4,0.6,0.9,0.5,1.8,3.2,0.8,0.2,1.7,2.3
462,Jusuf Nurkic,C,23.0,79.0,79.0,26.4,6.1,12.0,0.0,0.1,6.1,11.9,2.2,3.5,2.4,6.6,1.8,0.8,1.4,2.3,3.1
463,David Nwaba,SG,25.0,70.0,21.0,23.5,2.9,6.0,0.3,0.7,2.6,5.3,1.9,2.9,1.3,3.4,1.5,0.8,0.4,1.1,2.3
464,Johnny O'Bryant,PF,24.0,36.0,0.0,10.5,1.9,4.8,0.4,1.2,1.5,3.6,0.6,0.7,0.8,1.8,0.4,0.3,0.2,0.4,1.3
465,Royce O'Neale,SF,24.0,69.0,4.0,16.7,1.7,4.1,0.6,1.7,1.1,2.4,0.9,1.1,0.4,3.1,1.4,0.5,0.2,0.8,1.5
466,Kyle O'Quinn,C,27.0,77.0,10.0,18.0,2.9,5.0,0.1,0.2,2.9,4.8,1.3,1.6,1.6,4.5,2.1,0.5,1.3,1.3,2.5
467,Semi Ojeleye,PF,23.0,73.0,0.0,15.8,0.9,2.6,0.5,1.7,0.3,0.9,0.3,0.6,0.5,1.7,0.3,0.3,0.1,0.3,1.2
468,Emeka Okafor,C,35.0,26.0,19.0,13.6,1.8,3.7,0.0,0.0,1.8,3.7,0.7,0.8,1.8,2.8,0.3,0.3,1.0,0.5,1.2
469,Jahlil Okafor,C,22.0,28.0,0.0,12.6,2.8,4.9,0.0,0.1,2.7,4.8,0.8,1.0,0.8,2.3,0.4,0.1,0.6,0.8,1.8
472,Victor Oladipo,SG,25.0,75.0,75.0,34.0,8.5,17.9,2.1,5.8,6.4,12.1,3.9,4.9,0.6,4.6,4.3,2.4,0.8,2.9,2.3
473,Kelly Olynyk,PF,26.0,76.0,22.0,23.4,4.2,8.4,1.4,3.7,2.8,4.7,1.8,2.3,1.2,4.5,2.7,0.8,0.5,1.9,2.9
474,Chinanu Onuaku,C,21.0,1.0,0.0,22.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0
475,Cedi Osman,SF,22.0,61.0,12.0,11.0,1.5,3.0,0.5,1.4,1.0,1.6,0.4,0.8,0.3,1.7,0.7,0.4,0.0,0.5,1.3
476,Kelly Oubre,SF,22.0,81.0,11.0,27.5,3.9,9.8,1.6,4.6,2.4,5.2,2.4,2.9,0.7,3.8,1.2,1.0,0.4,1.1,2.9
477,Zaza Pachulia,C,33.0,69.0,57.0,14.1,2.2,3.8,0.0,0.0,2.2,3.8,1.1,1.3,1.3,3.4,1.6,0.6,0.2,1.0,1.8
478,Marcus Paige,PG,24.0,5.0,0.0,5.6,0.8,2.8,0.4,1.6,0.4,1.2,0.4,0.4,0.0,0.8,0.6,0.0,0.0,0.0,0.0
479,Georgios Papagiannis,C,20.0,17.0,0.0,7.2,1.1,2.5,0.0,0.0,1.1,2.5,0.0,0.0,0.8,1.4,0.5,0.2,0.4,0.5,0.7
482,Jabari Parker,PF,22.0,31.0,3.0,24.0,5.2,10.7,1.0,2.6,4.2,8.1,1.3,1.7,1.4,3.5,1.9,0.8,0.3,1.5,1.6
483,Tony Parker,PG,35.0,55.0,21.0,19.5,3.2,7.1,0.2,0.7,3.1,6.4,1.0,1.4,0.1,1.6,3.5,0.5,0.0,1.2,0.9
484,Chandler Parsons,SF,29.0,36.0,8.0,19.2,3.0,6.5,1.4,3.4,1.6,3.1,0.5,0.8,0.4,2.1,1.9,0.5,0.3,1.0,1.5
485,Patrick Patterson,PF,28.0,82.0,3.0,15.5,1.3,3.2,0.8,2.1,0.5,1.2,0.5,0.6,0.4,2.0,0.7,0.6,0.3,0.4,1.1
486,Justin Patton,C,20.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
487,Brandon Paul,SG,26.0,64.0,2.0,9.0,0.9,2.0,0.2,0.8,0.6,1.1,0.3,0.7,0.1,1.0,0.6,0.4,0.1,0.5,0.9
488,Chris Paul,PG,32.0,58.0,58.0,31.8,6.3,13.8,2.5,6.5,3.8,7.2,3.5,3.8,0.6,4.8,7.9,1.7,0.2,2.2,2.4
489,Adreian Payne,PF,26.0,5.0,0.0,8.6,1.4,2.0,0.4,0.6,1.0,1.4,1.0,1.2,0.4,1.4,0.0,0.4,0.0,0.4,1.2
490,Cameron Payne,PG,23.0,25.0,14.0,23.3,3.5,8.6,1.4,3.6,2.1,5.0,0.5,0.6,0.7,2.0,4.5,1.0,0.4,1.4,1.8
491,Elfrid Payton,PG,23.0,63.0,63.0,28.7,5.2,10.6,0.5,1.5,4.7,9.1,1.7,2.7,1.0,3.3,6.2,1.3,0.3,2.7,2.3
494,Gary Payton,PG,25.0,23.0,6.0,9.6,1.3,3.2,0.3,1.1,1.0,2.1,0.1,0.4,0.6,1.3,0.9,0.3,0.1,0.3,1.3
497,Kendrick Perkins,C,33.0,1.0,0.0,15.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0
498,London Perrantes,PG,23.0,14.0,0.0,4.7,0.1,0.9,0.0,0.2,0.1,0.7,0.2,0.4,0.1,0.2,0.4,0.1,0.1,0.1,0.4
499,Alec Peters,PF,22.0,20.0,0.0,11.3,1.4,3.7,0.9,2.9,0.5,0.8,0.4,0.5,0.4,1.5,0.6,0.1,0.1,0.2,0.7
500,Marshall Plumlee,C,25.0,8.0,0.0,6.5,0.1,0.4,0.0,0.0,0.1,0.4,1.5,2.0,0.5,1.6,0.3,0.0,0.1,0.4,1.3
501,Mason Plumlee,C,27.0,74.0,26.0,19.4,3.0,5.0,0.0,0.0,3.0,5.0,1.1,2.4,1.8,3.6,1.9,0.7,1.1,1.4,2.5
502,Miles Plumlee,C,29.0,55.0,35.0,16.7,1.9,3.3,0.0,0.0,1.9,3.3,0.5,1.1,1.4,2.7,0.8,0.3,0.5,1.1,1.4
503,Jakob Poeltl,C,22.0,82.0,0.0,18.6,3.1,4.7,0.0,0.0,3.1,4.7,0.7,1.2,2.0,2.8,0.7,0.5,1.2,1.0,2.6
504,Quincy Pondexter,SF,29.0,23.0,1.0,8.5,0.6,2.1,0.1,1.0,0.5,1.2,0.6,0.7,0.3,0.8,0.4,0.3,0.1,0.5,1.0
505,Otto Porter,SF,24.0,77.0,77.0,31.6,5.8,11.5,1.8,4.1,4.0,7.4,1.4,1.7,1.3,5.1,2.0,1.5,0.5,1.0,2.0
506,Bobby Portis,PF,22.0,73.0,4.0,22.5,5.2,11.1,1.1,3.1,4.1,8.1,1.6,2.1,2.2,4.6,1.7,0.7,0.3,1.4,1.8
507,Kristaps Porzingis,PF,22.0,48.0,48.0,32.4,8.1,18.5,1.9,4.8,6.3,13.8,4.5,5.7,1.3,5.3,1.2,0.8,2.4,1.9,2.9
508,Dwight Powell,C,26.0,79.0,25.0,21.2,3.2,5.4,0.4,1.1,2.9,4.4,1.7,2.3,1.7,3.9,1.2,0.8,0.4,0.7,2.4
509,Norman Powell,SG,24.0,70.0,18.0,15.2,2.1,5.3,0.8,2.7,1.4,2.7,0.5,0.6,0.2,1.5,1.3,0.5,0.2,0.9,1.6
510,Alex Poythress,PF,24.0,25.0,0.0,4.2,0.4,1.0,0.2,0.4,0.3,0.6,0.0,0.0,0.3,0.4,0.1,0.1,0.0,0.1,0.6
511,Jacob Pullen,PG,28.0,3.0,0.0,2.0,0.3,0.7,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
512,Rodney Purvis,SG,23.0,16.0,2.0,18.1,2.2,6.7,0.8,3.3,1.4,3.4,0.8,0.9,0.1,1.6,1.1,0.2,0.2,0.6,1.6
513,Zhou Qi,C,22.0,18.0,0.0,6.9,0.3,1.8,0.1,1.1,0.2,0.7,0.4,0.7,0.3,0.9,0.1,0.1,0.8,0.6,0.8
514,Tim Quarterman,SG,23.0,3.0,0.0,4.3,0.3,1.0,0.0,0.7,0.3,0.3,0.7,0.7,0.0,1.0,0.3,0.0,0.0,0.7,0.3
515,Ivan Rabb,PF,20.0,36.0,5.0,14.3,2.4,4.2,0.0,0.0,2.4,4.2,0.8,1.0,1.5,2.9,0.9,0.3,0.4,1.0,1.5
516,Julius Randle,C,23.0,82.0,49.0,26.7,6.1,11.0,0.1,0.5,6.0,10.5,3.7,5.2,2.2,5.8,2.6,0.5,0.5,2.6,3.3
517,Zach Randolph,PF,36.0,59.0,57.0,25.6,6.1,12.9,0.9,2.5,5.3,10.4,1.4,1.8,1.6,5.1,2.2,0.7,0.2,2.0,2.0
518,Xavier Rathan-Mayes,SG,23.0,5.0,0.0,23.6,2.4,8.4,0.2,2.8,2.2,5.6,0.8,1.8,0.0,1.0,3.6,1.2,0.6,2.2,3.6
519,J.J. Redick,SG,33.0,70.0,70.0,30.2,5.8,12.6,2.8,6.6,3.0,6.0,2.8,3.1,0.1,2.4,3.0,0.5,0.1,1.5,1.8
520,Davon Reed,SG,22.0,21.0,1.0,11.5,1.0,3.6,0.5,1.8,0.5,1.8,0.4,0.6,0.1,1.8,0.6,0.5,0.1,0.5,0.8
521,Willie Reed,C,27.0,42.0,5.0,10.2,1.9,2.9,0.0,0.0,1.9,2.8,0.8,1.3,0.8,2.0,0.2,0.2,0.5,0.5,1.3
524,Josh Richardson,SF,24.0,81.0,81.0,33.2,4.9,10.9,1.6,4.1,3.4,6.8,1.5,1.8,0.9,2.7,2.9,1.5,0.9,1.7,2.5
525,Malachi Richardson,SG,22.0,26.0,4.0,12.5,1.2,3.5,0.5,1.5,0.7,1.9,0.7,0.8,0.2,1.1,0.5,0.4,0.0,0.4,1.0
528,Austin Rivers,SG,25.0,61.0,59.0,33.7,5.6,13.2,2.2,5.9,3.4,7.3,1.7,2.6,0.4,1.9,4.0,1.2,0.3,1.8,2.5
529,Andre Roberson,SG,26.0,39.0,39.0,26.6,2.2,4.2,0.2,0.9,2.0,3.2,0.3,1.0,1.9,2.8,1.2,1.2,0.9,0.8,2.3
530,Devin Robinson,SF,22.0,1.0,0.0,13.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0
531,Glenn Robinson,SF,24.0,23.0,1.0,14.7,1.6,3.7,0.6,1.5,1.0,2.2,0.4,0.5,0.5,1.1,0.7,0.6,0.0,0.2,0.6
532,Rajon Rondo,PG,31.0,65.0,63.0,26.2,3.6,7.6,0.8,2.3,2.8,5.3,0.4,0.7,0.5,3.6,8.2,1.1,0.2,2.3,1.8
533,Derrick Rose,PG,29.0,25.0,7.0,16.8,3.2,7.4,0.3,1.2,3.0,6.2,1.6,1.8,0.5,0.9,1.5,0.3,0.2,1.4,0.6
536,Terrence Ross,SG,26.0,24.0,20.0,25.0,3.2,8.0,1.3,3.9,1.9,4.1,1.1,1.5,0.4,2.6,1.6,1.1,0.5,1.2,1.9
537,Terry Rozier,PG,23.0,80.0,16.0,25.9,4.0,10.0,1.9,5.0,2.0,5.0,1.4,1.9,0.8,3.9,2.9,1.0,0.2,1.0,1.5
538,Ricky Rubio,PG,27.0,77.0,77.0,29.3,4.5,10.7,1.2,3.5,3.2,7.2,2.9,3.3,0.6,4.0,5.3,1.6,0.1,2.7,2.7
539,D'Angelo Russell,PG,21.0,48.0,35.0,25.7,5.8,14.0,1.9,5.8,3.9,8.2,2.0,2.7,0.6,3.3,5.2,0.8,0.4,3.1,1.9
540,Domantas Sabonis,C,21.0,74.0,19.0,24.5,4.6,8.9,0.2,0.5,4.4,8.4,2.3,3.0,2.2,5.5,2.0,0.5,0.4,1.9,3.0
541,JaKarr Sampson,SF,24.0,22.0,6.0,15.6,2.0,3.7,0.2,0.5,1.8,3.2,0.5,0.7,1.0,2.6,0.4,0.4,1.0,0.4,2.2
542,Dario Saric,PF,23.0,78.0,73.0,29.6,5.2,11.4,2.0,5.1,3.2,6.3,2.3,2.7,2.0,4.7,2.6,0.7,0.3,1.9,2.1
543,Tomas Satoransky,SG,26.0,73.0,30.0,22.5,2.8,5.3,0.6,1.4,2.1,3.9,1.0,1.3,1.0,2.2,3.9,0.7,0.2,1.1,1.8
544,Dennis Schroder,PG,24.0,67.0,67.0,31.0,7.5,17.1,1.1,3.9,6.3,13.2,3.4,4.0,0.7,2.4,6.2,1.1,0.1,2.7,2.2
545,Mike Scott,PF,29.0,76.0,1.0,18.5,3.6,6.9,0.9,2.1,2.8,4.8,0.7,1.0,0.7,2.6,1.1,0.3,0.1,1.0,1.9
546,Thabo Sefolosha,SF,33.0,38.0,6.0,21.2,3.1,6.3,0.8,2.2,2.3,4.1,1.2,1.4,0.8,3.5,0.9,1.4,0.3,0.8,1.6
547,Wayne Selden,SG,23.0,35.0,9.0,19.8,3.3,7.7,1.4,3.5,1.9,4.2,1.3,1.7,0.5,1.1,1.9,0.5,0.1,1.5,1.7
548,Ramon Sessions,PG,31.0,28.0,3.0,14.0,1.5,4.2,0.3,0.9,1.2,3.3,1.6,2.0,0.2,1.1,2.8,0.5,0.1,1.1,1.0
551,Iman Shumpert,SG,27.0,14.0,6.0,19.7,1.6,4.1,0.5,1.9,1.1,2.3,0.8,1.1,0.5,2.4,1.2,0.6,0.3,1.1,1.6
552,Pascal Siakam,PF,23.0,81.0,5.0,20.7,3.1,6.1,0.4,1.6,2.8,4.5,0.7,1.1,1.0,3.5,2.0,0.8,0.5,0.8,2.0
553,Xavier Silas,SG,30.0,2.0,0.0,3.5,0.0,1.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5
554,Ben Simmons,PG,21.0,81.0,81.0,33.7,6.7,12.3,0.0,0.1,6.7,12.2,2.4,4.2,1.8,6.3,8.2,1.7,0.9,3.4,2.6
555,Jonathon Simmons,SG,28.0,69.0,50.0,29.4,5.1,11.0,1.0,3.0,4.1,8.1,2.7,3.5,0.9,2.6,2.5,0.8,0.2,2.1,2.5
556,Kobi Simmons,PG,20.0,32.0,12.0,20.1,2.5,5.9,0.3,1.2,2.2,4.7,0.8,0.8,0.4,1.1,2.1,0.6,0.2,1.4,1.9
557,Kyle Singler,SF,29.0,12.0,0.0,4.9,0.6,1.8,0.2,0.4,0.4,1.3,0.6,1.1,0.1,0.8,0.2,0.1,0.0,0.3,0.3
558,Marcus Smart,SG,23.0,54.0,11.0,29.9,3.5,9.5,1.4,4.6,2.1,4.9,1.8,2.5,0.8,2.7,4.8,1.3,0.4,2.4,2.5
559,Dennis Smith,PG,20.0,69.0,69.0,29.7,5.9,14.8,1.5,4.9,4.3,9.9,1.9,2.8,0.7,3.0,5.2,1.0,0.3,2.8,2.2
560,Ish Smith,PG,29.0,82.0,35.0,24.9,4.7,9.8,0.4,1.2,4.3,8.5,1.0,1.4,0.3,2.4,4.4,0.8,0.2,1.3,1.7
561,J.R. Smith,SG,32.0,80.0,61.0,28.1,3.0,7.4,1.8,4.8,1.2,2.7,0.5,0.7,0.4,2.6,1.8,0.9,0.1,1.0,2.0
